CODE_GENDER_F,CODE_GENDER_M,CODE_REJECT_REASON_CLIENT_mean,CODE_REJECT_REASON_HC_mean,CODE_REJECT_REASON_LIMIT_mean,CODE_REJECT_REASON_SCOFR_mean,CODE_REJECT_REASON_SCO_mean,CODE_REJECT_REASON_SYSTEM_mean,CODE_REJECT_REASON_VERIF_mean,CODE_REJECT_REASON_XAP_mean,CODE_REJECT_REASON_XNA_mean,EXT_SOURCE_2,EXT_SOURCE_3,FLAG_OWN_CAR_N,FLAG_OWN_CAR_Y,NAME_EDUCATION_TYPE_Academic degree,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Incomplete higher,NAME_EDUCATION_TYPE_Lower secondary,NAME_EDUCATION_TYPE_Secondary / secondary special,TARGET
0,1,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3494523596527915,0.1595195404777181,1,0,0,0,0,0,1,1
0,1,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.5506532520251463,0.4561097392782771,0,1,0,0,0,1,0,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5072614103114936,0.6212263380626669,0,1,0,0,1,0,0,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6974248104828312,0.6092756673894402,1,0,0,1,0,0,0,0
1,0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.875,0.0,0.5914659605902063,0.7490217048463391,1,0,0,0,0,0,1,0
0,1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.6400003108379252,0.5108529061800121,0,1,0,0,0,0,1,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5538759090397447,0.5549467685334323,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1165898465298284,0.6528965519806539,1,0,0,0,0,0,1,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3977515817553609,0.4276573700350293,1,0,0,0,0,0,1,1
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5165441348364112,0.5108529061800121,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.7416224925939265,0.1528662291550415,0,1,0,1,0,0,0,0
1,0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.6318238973778876,0.5919766183185521,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.8333333333333334,0.0,0.162144567666238,0.7121551551910698,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7363035043704904,0.5108529061800121,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.7573437589931549,0.3123653692278984,1,0,0,1,0,0,0,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5362710462974781,0.6006575372857061,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.7133948264772254,0.6058362647264226,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7567967979626429,0.5316861425197883,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.6963855242235735,0.5108529061800121,1,0,0,0,0,0,1,0
0,1,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.6893497138202245,0.7992967832109371,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1915258625230554,0.2032521136204725,1,0,0,0,0,0,1,1
0,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5836656927472312,0.5108529061800121,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5701251449648249,0.5108529061800121,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4933982573286712,0.7407990879702335,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3689582479162797,0.3927738606031339,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3440631689425755,0.6545292802242897,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.9,0.0,0.2636357384276506,0.8083935912119442,1,0,0,0,1,0,0,0
1,0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.4409519608780854,0.475849908720221,0,1,0,0,0,0,1,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6075409626303248,0.7610263695502636,1,0,0,0,0,0,1,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5792433033222801,0.3474182272002641,0,1,0,0,0,0,1,0
0,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5241958506061452,0.4938628816996244,1,0,0,1,0,0,0,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5625096216720853,0.6430255641096323,0,1,0,1,0,0,0,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7205388926579414,0.7047064232963289,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7143328374226223,0.5108529061800121,0,1,0,0,0,0,1,0
1,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.3830199774344249,0.7165702448010511,1,0,0,1,0,0,0,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6056048916803983,0.6594055320683344,1,0,0,1,0,0,0,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1255545334102073,0.3842068130556564,1,0,0,0,0,0,1,0
1,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.6867118354971343,0.3312508645909018,1,0,0,0,0,0,1,0
0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.0,0.4037592228178608,0.5406544504453575,0,1,0,1,0,0,0,0
1,0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.5635210727421496,0.5902333386185574,1,0,0,0,0,0,1,0
1,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.7004479577843421,0.7610263695502636,1,0,0,0,0,0,1,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6536962253217555,0.4311917977993083,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7615384211289409,0.8214433128935934,1,0,0,1,0,0,0,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7250778531133671,0.5108529061800121,0,1,0,0,0,0,1,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6846900514661163,0.5108529061800121,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3486226137029367,0.6910212267577837,0,1,0,0,0,0,1,0
1,0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.1217024362760926,0.4294236843421945,1,0,0,0,0,0,1,1
1,0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.6666666666666666,0.0,0.7183894512104472,0.4992720153045617,0,1,0,0,0,0,1,0
1,0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.6811148887787412,0.5424451438613613,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.7142857142857143,0.0,0.7976821629470894,0.4543210601605785,1,0,0,0,0,0,1,0
1,0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.5472258743280612,0.6041125998015721,1,0,0,0,0,0,1,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6759348058868231,0.5495965024956946,0,1,0,0,0,0,1,0
0,1,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3747145393594769,0.4382813743111921,1,0,0,0,0,0,1,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0721278241686903,0.1008037063175332,0,1,0,1,0,0,0,0
1,0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.1759264663468951,0.2985949897873972,1,0,0,0,1,0,0,0
0,1,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.8181818181818182,0.0,0.2207175796902969,0.2127563054543414,0,1,0,1,0,0,0,1
1,0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.3973849599078085,0.326475210066026,0,1,0,0,0,0,1,0
1,0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.5024510331271287,0.4365064990977374,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.058677513267835,0.2238313174701554,1,0,0,0,0,0,1,1
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4448475614048825,0.5108529061800121,1,0,0,0,1,0,0,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5433002989496791,0.6144143775673561,0,1,0,0,0,0,1,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3780610817935009,0.5567274263630174,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.75,0.0,0.6001181282438388,0.3589512285783967,1,0,0,0,0,0,1,0
1,0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.75,0.0,0.2147436624336244,0.7713615919194317,1,0,0,0,0,0,1,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6456136256230445,0.722392890081304,0,1,0,0,0,0,1,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6757479668075033,0.5108529061800121,1,0,0,1,0,0,0,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5466894253471194,0.4543210601605785,1,0,0,0,0,0,1,0
